ref_count,n2_year,n2,n1,n1_year
15,2014,7261,7261,2012
11,2015,7261,7261,2014
10,2015,7261,7261,2012
7,2015,7261,7261,2010
5,2015,7261,7261,2013
5,2016,7261,7261,2010
11,2016,7261,7261,2014
6,2016,7261,7261,2013
9,2016,7261,7261,2012
8,2016,7261,7261,2015
5,2017,7261,7261,2010
10,2017,7261,7261,2012
10,2017,7261,7261,2013
5,2017,7261,7261,2017
7,2017,7261,7261,2016
8,2017,7261,7261,2015
9,2017,7261,7261,2014
5,2018,7261,7261,2011
21,2018,7261,7261,2017
12,2018,7261,7261,2016
12,2018,7261,7261,2013
14,2018,7261,7261,2014
15,2018,7261,7261,2012
14,2018,7261,7261,2015
12,2019,7261,7261,2018
5,2019,7261,3325,2016
10,2019,7261,7261,2013
7,2019,7261,7261,2010
14,2019,7261,7261,2014
24,2019,7261,7261,2017
13,2019,7261,7261,2012
10,2019,7261,7261,2016
9,2019,7261,7261,2019
18,2019,7261,7261,2015
6,2020,7261,7261,2013
11,2020,7261,7261,2014
5,2020,7261,7261,2011
14,2020,7261,7261,2019
14,2020,7261,7261,2018
11,2020,7261,7261,2015
11,2020,7261,7261,2012
6,2020,7261,7261,2016
20,2020,7261,7261,2017
8,2021,7261,7261,2015
19,2021,7261,7261,2014
16,2021,7261,7261,2020
25,2021,7261,7261,2019
21,2021,7261,7261,2018
7,2021,7261,7261,2013
7,2021,7261,7261,2016
12,2021,7261,7261,2012
18,2021,7261,7261,2017
7,2021,7261,7261,2021
5,2021,7262,7262,2020
5,2021,7262,1149,2019
5,2021,7263,22493,2018
5,2021,7266,1989,2018
5,2021,7313,5109,2019
6,2017,7377,7377,2015
5,2018,7377,7377,2010
6,2019,7377,7377,2015
7,2019,7377,7377,2018
6,2019,7377,7377,2017
5,2020,7377,7377,2019
6,2021,7377,7377,2018
6,2021,7377,7377,2019
6,2020,7391,7391,2018
5,2020,7391,7391,2019
5,2021,7391,7391,2018
8,2021,7391,7391,2020
6,2021,7391,7391,2021
5,2017,7420,7420,2013
6,2018,7420,7420,2013
7,2018,7420,7420,2016
5,2018,7420,7420,2018
19,2019,7420,7420,2019
5,2019,7420,32715,2018
12,2019,7420,7420,2018
7,2019,7420,7420,2017
7,2019,7420,7420,2016
5,2020,7420,7420,2016
5,2020,7420,7420,2017
26,2020,7420,7420,2019
5,2020,7420,1609,2017
14,2020,7420,7420,2018
5,2020,7420,7420,2013
19,2020,7420,7420,2020
5,2021,7420,31481,2020
20,2021,7420,7420,2019
8,2021,7420,7420,2018
19,2021,7420,7420,2020
10,2021,7420,7420,2021
6,2021,7420,7420,2016
5,2018,7458,7458,2017
5,2018,7458,7458,2018
6,2019,7458,7458,2015
5,2019,7458,7458,2017
8,2020,7458,7458,2017
6,2021,7458,7458,2017
5,2021,7458,7458,2020
6,2017,7483,7483,2014
6,2018,7483,7483,2014
7,2018,7483,7483,2017
12,2019,7483,7483,2018
7,2019,7483,7483,2014
5,2019,7483,7483,2017
6,2020,7483,7483,2019
5,2020,7483,7483,2014
9,2020,7483,7483,2017
13,2020,7483,7483,2018
6,2021,7483,7483,2017
10,2021,7483,7483,2019
8,2021,7483,7483,2018
6,2019,7496,7496,2019
7,2019,7496,1989,2018
8,2020,7496,1193,2019
12,2020,7496,7496,2020
11,2020,7496,7496,2018
5,2020,7496,5109,2018
5,2020,7496,1989,2018
6,2020,7496,148,2019
16,2020,7496,7496,2019
6,2021,7496,7496,2021
5,2021,7496,1989,2018
6,2021,7496,148,2019
5,2021,7496,1989,2019
28,2021,7496,7496,2020
19,2021,7496,7496,2019
9,2021,7496,7496,2018
5,2020,7515,7515,2018
9,2021,7515,7515,2020
8,2020,7570,7570,2018
5,2020,7570,5679,2019
6,2020,7570,2381,2019
5,2020,7570,2381,2017
7,2021,7570,7570,2018
5,2021,7570,5679,2019
10,2021,7570,7570,2020
5,2020,7689,5109,2019
7,2020,7689,7689,2017
7,2021,7689,7689,2018
5,2021,7689,7689,2020
7,2021,7689,7689,2017
5,2015,7695,7695,2011
5,2016,7695,7695,2011
5,2018,7695,7695,2015
5,2018,7695,7695,2011
5,2019,7695,7695,2015
7,2019,7695,7695,2018
6,2020,7695,7695,2018
5,2020,7695,7695,2019
5,2020,7695,7695,2014
6,2020,7695,7695,2015
5,2021,7695,7695,2015
5,2021,7695,7695,2018
7,2021,7695,7695,2020
5,2021,7695,7695,2014
7,2021,7695,7695,2019
5,2015,7740,7740,2014
6,2019,7740,7740,2019
6,2020,7740,7740,2018
8,2020,7740,1149,2019
6,2021,7740,7740,2019
9,2021,7740,1149,2019
6,2020,7746,5109,2017
5,2021,7759,2381,2016
6,2020,7916,7916,2020
6,2016,7965,7965,2014
5,2017,7965,7965,2016
5,2018,7965,7965,2016
6,2018,7965,7965,2015
6,2019,7965,7965,2016
8,2019,7965,7965,2017
6,2020,7965,7965,2017
8,2020,7965,7965,2018
7,2020,7965,7965,2019
5,2021,7965,7965,2016
11,2021,7965,7965,2020
6,2021,7965,7965,2021
5,2021,7965,7965,2017
16,2021,7965,7965,2019
9,2021,7965,7965,2018
15,2018,7991,7991,2018
5,2018,7991,7991,2017
20,2019,7991,7991,2018
5,2019,7991,7991,2017
10,2019,7991,7991,2019
5,2020,7991,1149,2020
7,2020,7991,7991,2017
9,2020,7991,806,2019
23,2020,7991,7991,2019
5,2020,7991,1149,2016
8,2020,7991,1149,2017
14,2020,7991,1149,2019
20,2020,7991,7991,2018
12,2020,7991,7991,2020
6,2020,7991,806,2017
10,2020,7991,1149,2018
6,2020,7991,3104,2018
10,2021,7991,806,2020
5,2021,7991,806,2017
23,2021,7991,7991,2020
8,2021,7991,1149,2018
7,2021,7991,1149,2017
15,2021,7991,7991,2021
20,2021,7991,7991,2018
6,2021,7991,1149,2016
18,2021,7991,1149,2020
26,2021,7991,7991,2019
7,2021,7991,1149,2021
5,2021,7991,806,2021
6,2021,7991,7991,2017
12,2021,7991,806,2019
13,2021,7991,1149,2019
5,2019,8012,8012,2018
5,2019,8012,8012,2017
5,2019,8012,8012,2016
9,2020,8012,8012,2018
7,2020,8012,8012,2016
6,2020,8012,8012,2017
7,2020,8012,8012,2020
5,2020,8012,8012,2019
9,2021,8012,8012,2019
18,2021,8012,8012,2020
7,2021,8012,8012,2018
5,2021,8012,8012,2021
6,2021,8012,8012,2016
5,2015,8094,8094,2013
6,2015,8094,8094,2014
5,2016,8094,8094,2014
6,2018,8094,8094,2016
5,2020,8094,8094,2015
5,2020,8094,8094,2016
6,2020,8094,8094,2017
5,2021,8094,8094,2017
5,2021,8094,8094,2020
13,2011,8171,8171,2010
12,2011,8171,8171,2011
21,2012,8171,8171,2011
12,2012,8171,8171,2010
5,2013,8171,8171,2013
9,2013,8171,8171,2012
12,2013,8171,8171,2010
15,2013,8171,8171,2011
16,2014,8171,8171,2011
7,2014,8171,8171,2013
8,2014,8171,8171,2010
7,2014,8171,8171,2012
16,2015,8171,8171,2011
11,2015,8171,8171,2010
14,2015,8171,8171,2013
5,2015,8171,8171,2014
5,2015,8171,8171,2012
7,2016,8171,8171,2010
9,2016,8171,8171,2013
10,2016,8171,8171,2011
7,2016,8171,8171,2015
10,2017,8171,8171,2011
11,2017,8171,8171,2015
5,2017,8171,8171,2014
8,2017,8171,8171,2016
5,2017,8171,8171,2012
7,2017,8171,8171,2013
8,2017,8171,8171,2010
7,2018,8171,8171,2016
12,2018,8171,8171,2011
8,2018,8171,8171,2017
8,2018,8171,8171,2015
6,2018,8171,8171,2012
9,2018,8171,8171,2010
6,2018,8171,8171,2014
8,2019,8171,8171,2017
8,2019,8171,8171,2011
6,2019,8171,8171,2016
5,2019,8171,8171,2010
7,2019,8171,8171,2013
7,2019,8171,8171,2015
5,2019,8171,8171,2018
10,2020,8171,8171,2010
5,2020,8171,8171,2013
6,2020,8171,5109,2018
17,2020,8171,8171,2011
5,2020,8171,8171,2012
6,2020,8171,8171,2019
6,2021,8171,8171,2019
7,2021,8171,8171,2012
5,2021,8171,8171,2016
5,2021,8171,8171,2017
5,2021,8171,8171,2021
5,2021,8171,5109,2018
12,2021,8171,8171,2011
9,2021,8171,5109,2019
8,2021,8171,8171,2010
8,2021,8171,8171,2020
5,2021,8220,2149,2020
6,2016,8293,8293,2014
6,2017,8293,8293,2015
7,2019,8293,8293,2015
9,2020,8293,8293,2015
8,2020,8293,8293,2019
5,2021,8293,8293,2015
6,2021,8293,8293,2019
5,2017,8457,8457,2015
6,2018,8457,8457,2015
5,2018,8457,8457,2017
13,2019,8457,8457,2018
5,2019,8457,8457,2019
7,2019,8457,8457,2017
7,2019,8457,8457,2016
7,2020,8457,8457,2020
8,2020,8457,8457,2016
8,2020,8457,8457,2017
20,2020,8457,8457,2018
22,2020,8457,8457,2019
15,2021,8457,8457,2019
8,2021,8457,8457,2017
26,2021,8457,8457,2020
5,2021,8457,1821,2020
14,2021,8457,8457,2018
5,2021,8457,8457,2016
6,2019,8513,8513,2019
10,2019,8513,8513,2016
6,2020,8513,8513,2018
6,2020,8513,8513,2019
7,2021,8513,8513,2019
5,2020,8696,3568,2017
5,2016,8773,8773,2015
5,2018,8773,2410,2015
5,2018,8773,8773,2017
9,2019,8773,8773,2018
5,2019,8773,8773,2015
6,2019,8773,8773,2016
6,2019,8773,8773,2017
11,2020,8773,8773,2019
8,2020,8773,8773,2016
6,2020,8773,2410,2018
10,2020,8773,8773,2018
5,2020,8773,2410,2017
5,2020,8773,2410,2015
6,2020,8773,8773,2015
10,2020,8773,8773,2017
6,2020,8773,8773,2014
5,2021,8773,8773,2016
12,2021,8773,8773,2019
11,2021,8773,8773,2018
14,2021,8773,8773,2020
5,2021,8773,8773,2015
5,2021,8773,19977,2019
5,2020,8795,8795,2018
5,2021,8795,8795,2021
6,2013,8912,8912,2010
7,2013,8912,8912,2011
5,2015,8912,8912,2010
6,2018,8912,8912,2010
6,2021,8912,8912,2018
6,2015,8919,8919,2012
9,2015,8919,8919,2014
6,2016,8919,8919,2015
10,2016,8919,8919,2014
5,2017,8919,183,2015
5,2017,8919,8919,2017
6,2017,8919,8919,2016
6,2017,8919,8919,2014
5,2018,8919,8919,2015
6,2018,8919,183,2015
8,2018,8919,8919,2017
8,2018,8919,8919,2016
9,2019,8919,8919,2017
7,2019,8919,8919,2018
5,2019,8919,8919,2019
5,2019,8919,183,2017
5,2019,8919,8919,2015
7,2019,8919,8919,2016
5,2019,8919,8919,2014
9,2020,8919,8919,2016
7,2020,8919,8919,2018
5,2020,8919,8919,2015
14,2020,8919,8919,2019
8,2020,8919,8919,2017
6,2020,8919,183,2018
8,2020,8919,8919,2014
10,2021,8919,8919,2017
5,2021,8919,8919,2018
8,2021,8919,183,2019
10,2021,8919,8919,2020
16,2021,8919,8919,2019
5,2021,8919,8919,2014
7,2021,8919,183,2018
5,2019,8939,8939,2018
5,2020,8939,8939,2018
7,2021,8939,5109,2019
5,2020,9008,9008,2013
5,2021,9124,9124,2018
6,2012,9134,9134,2010
5,2013,9164,9164,2011
6,2017,9233,9233,2016
5,2017,9233,9233,2013
6,2017,9233,9233,2015
5,2018,9233,9233,2015
7,2019,9233,9233,2015
5,2019,9233,9233,2016
5,2019,9233,9233,2017
9,2020,9233,9233,2019
5,2020,9233,9233,2015
11,2021,9233,9233,2020
6,2021,9233,9233,2015
5,2021,9233,9233,2018
14,2021,9233,9233,2019
7,2021,9233,9233,2017
6,2021,9251,9251,2020
5,2019,9321,9321,2016
5,2019,9321,9321,2018
6,2020,9321,9321,2019
8,2021,9321,9321,2019
5,2021,9321,183,2019
7,2011,9432,9432,2010
5,2012,9432,9432,2010
5,2014,9432,9432,2012
6,2014,9432,9432,2010
6,2016,9432,9432,2014
6,2017,9432,9432,2010
5,2019,9432,9432,2010
5,2021,9432,9432,2018
5,2017,9480,9480,2016
5,2019,9480,9480,2017
7,2020,9480,9480,2019
7,2021,9480,9480,2019
5,2021,9526,9526,2018
7,2021,9647,9647,2020
5,2018,9662,9662,2017
5,2018,9662,9662,2016
5,2019,9662,9662,2017
6,2019,9662,9662,2016
7,2019,9662,9662,2018
7,2020,9662,9662,2018
6,2020,9662,9662,2020
5,2020,9662,9662,2017
6,2020,9662,9662,2016
10,2020,9662,9662,2019
7,2021,9662,9662,2018
5,2021,9662,5109,2019
6,2021,9662,9662,2017
5,2021,9662,9662,2016
14,2021,9662,9662,2020
8,2021,9662,9662,2019
5,2015,9689,9689,2014
6,2016,9689,9689,2014
5,2017,9689,9689,2014
7,2017,9689,9689,2016
6,2018,9689,9689,2016
8,2018,9689,9689,2017
6,2018,9689,9689,2014
7,2018,9689,9689,2018
11,2019,9689,9689,2018
5,2019,9689,9689,2019
6,2019,9689,9689,2014
6,2019,9689,9689,2016
13,2019,9689,9689,2017
10,2020,9689,9689,2018
7,2021,9689,9689,2017
6,2021,9689,9689,2014
12,2021,9689,9689,2018
11,2021,9689,9689,2019
5,2019,9704,9704,2014
6,2018,9717,9717,2018
8,2018,9717,9717,2017
15,2019,9717,9717,2018
13,2019,9717,9717,2019
9,2019,9717,9717,2017
20,2020,9717,9717,2018
9,2020,9717,5109,2018
6,2020,9717,5109,2019
12,2020,9717,9717,2020
26,2020,9717,9717,2019
10,2020,9717,9717,2017
5,2020,9717,148,2018
9,2021,9717,9717,2017
6,2021,9717,5109,2016
41,2021,9717,9717,2020
6,2021,9717,5109,2017
8,2021,9717,1193,2019
8,2021,9717,5109,2019
6,2021,9717,5109,2020
33,2021,9717,9717,2019
5,2021,9717,1193,2018
6,2021,9717,2381,2018
20,2021,9717,9717,2018
8,2021,9717,5109,2018
12,2021,9717,9717,2021
5,2021,9717,1193,2020
5,2020,9759,2381,2020
11,2020,9759,2381,2017
5,2020,9759,2381,2019
11,2020,9759,2381,2018
6,2021,9759,884,2019
6,2011,9786,9786,2010
5,2012,9786,9786,2010
7,2012,9786,9786,2011
6,2013,9786,9786,2011
12,2014,9786,9786,2011
5,2015,9786,9786,2010
9,2015,9786,9786,2011
5,2016,9786,9786,2011
5,2016,9786,9786,2012
5,2017,9786,9786,2011
7,2017,9786,9786,2014
6,2017,9786,9786,2012
8,2018,9786,9786,2011
5,2018,9786,9786,2017
7,2019,9786,9786,2018
5,2019,9786,9786,2011
9,2019,9786,9786,2017
5,2020,9786,9786,2012
7,2021,9786,9786,2011
6,2021,9786,9786,2017
8,2021,9786,9786,2016
11,2019,9819,9819,2018
5,2020,9819,5109,2017
9,2020,9819,9819,2018
5,2020,9819,9819,2019
11,2020,9819,5109,2019
7,2021,9819,9819,2020
6,2021,9819,9819,2018
8,2021,9819,9819,2019
6,2013,10002,10002,2012
5,2013,10002,10002,2010
5,2013,10002,10002,2011
6,2014,10002,10002,2010
6,2014,10002,10002,2012
5,2014,10002,10002,2011
6,2014,10002,10002,2013
5,2015,10002,10002,2014
13,2015,10002,10002,2012
7,2015,10002,10002,2013
7,2015,10002,10002,2010
6,2016,10002,10002,2015
5,2016,10002,10002,2010
5,2016,10002,10002,2012
7,2017,10002,10002,2015
5,2017,10002,10002,2012
8,2019,10002,10002,2015
5,2019,10002,10002,2013
5,2019,10002,10002,2018
8,2019,10002,10002,2016
5,2020,10002,10002,2016
5,2020,10002,3281,2018
5,2021,10002,10002,2012
5,2021,10168,10168,2020
5,2019,10176,10176,2018
7,2020,10176,10176,2018
6,2020,10176,10176,2019
5,2021,10176,10176,2020
7,2013,10301,10301,2013
7,2014,10301,10301,2013
8,2015,10301,10301,2015
10,2015,10301,10301,2013
8,2015,10301,10301,2014
11,2016,10301,10301,2013
12,2016,10301,10301,2015
10,2016,10301,10301,2014
8,2017,10301,10301,2013
8,2017,10301,10301,2016
5,2017,10301,10301,2017
8,2017,10301,10301,2014
14,2017,10301,10301,2015
12,2018,10301,10301,2017
6,2018,10301,10301,2018
5,2018,10301,3742,2016
5,2018,10301,3742,2017
7,2018,10301,10301,2013
11,2018,10301,10301,2014
10,2018,10301,10301,2015
11,2018,10301,10301,2016
16,2019,10301,10301,2018
5,2019,10301,3742,2016
7,2019,10301,3742,2017
15,2019,10301,10301,2017
7,2019,10301,10301,2014
6,2019,10301,10301,2013
7,2019,10301,10301,2019
9,2019,10301,10301,2015
10,2019,10301,10301,2016
12,2020,10301,10301,2020
28,2020,10301,10301,2019
17,2020,10301,10301,2017
5,2020,10301,10301,2013
7,2020,10301,10301,2014
8,2020,10301,3742,2017
22,2020,10301,10301,2018
13,2020,10301,3742,2019
10,2020,10301,10301,2015
11,2020,10301,10301,2016
15,2021,10301,10301,2021
9,2021,10301,10301,2015
9,2021,10301,3742,2020
8,2021,10301,10301,2013
8,2021,10301,10301,2016
26,2021,10301,10301,2020
17,2021,10301,10301,2017
26,2021,10301,10301,2019
14,2021,10301,3742,2019
6,2021,10301,10301,2014
6,2021,10301,3742,2017
23,2021,10301,10301,2018
5,2021,10301,3742,2016
5,2021,10301,3742,2018
8,2018,10371,10371,2017
8,2019,10371,10371,2018
10,2019,10371,10371,2017
5,2020,10371,10371,2015
7,2020,10371,10371,2017
11,2021,10371,10371,2019
11,2021,10371,10371,2020
5,2019,10485,148,2018
5,2020,10485,5109,2018
6,2020,10485,10485,2019
5,2020,10485,1989,2019
5,2021,10485,5109,2019
6,2021,10485,148,2019
5,2021,10485,10485,2020
6,2021,10485,10485,2019
17,2018,10558,10558,2018
6,2018,10558,10558,2019
6,2018,10558,10558,2017
8,2018,10558,2381,2017
5,2018,10558,2381,2016
28,2019,10558,10558,2019
5,2019,10558,2381,2017
5,2019,10558,10558,2017
5,2019,10558,2381,2018
7,2019,10558,10558,2020
21,2019,10558,10558,2018
38,2020,10558,10558,2019
44,2020,10558,10558,2020
5,2020,10558,2381,2017
18,2020,10558,2381,2018
7,2020,10558,2381,2020
13,2020,10558,2381,2019
6,2020,10558,4358,2018
25,2020,10558,10558,2018
7,2020,10558,4358,2019
6,2020,10558,10558,2021
6,2020,10558,2381,2016
18,2021,10558,2381,2019
27,2021,10558,2381,2018
10,2021,10558,2381,2020
20,2021,10558,10558,2021
20,2021,10558,10558,2018
5,2021,10558,2381,2017
61,2021,10558,10558,2020
36,2021,10558,10558,2019
5,2021,10570,10570,2020
5,2017,10638,10638,2016
6,2017,10638,10638,2015
6,2018,10638,10638,2015
5,2018,10638,10638,2016
5,2020,10638,10638,2020
5,2020,10638,4358,2018
5,2020,10638,10638,2018
7,2021,10638,10638,2017
6,2021,10638,10638,2018
5,2020,10727,10727,2019
6,2013,10740,10740,2012
5,2014,10740,10740,2013
5,2017,10740,10740,2013
5,2019,10740,10740,2016
6,2020,10740,10740,2013
10,2020,10740,10740,2019
5,2020,10740,10740,2017
5,2021,10740,10740,2016
6,2021,10740,10740,2013
7,2021,10740,10740,2019
6,2013,10764,10764,2011
7,2013,10764,10764,2012
5,2014,10764,10764,2012
5,2015,10764,10764,2011
5,2016,10764,10764,2011
5,2016,10764,10764,2012
7,2017,10764,10764,2012
5,2017,10764,10764,2015
5,2017,10764,10764,2011
8,2017,10764,10764,2016
5,2017,10764,10764,2013
5,2018,10764,10764,2011
6,2018,10764,10764,2012
7,2018,10764,10764,2018
11,2018,10764,10764,2016
8,2018,10764,10764,2017
5,2018,10764,10764,2010
6,2018,10764,10764,2015
10,2019,10764,10764,2017
6,2019,10764,10764,2015
5,2019,10764,10764,2011
9,2019,10764,10764,2012
24,2019,10764,10764,2018
5,2019,10764,10764,2010
8,2019,10764,10764,2016
6,2020,10764,10764,2012
27,2020,10764,10764,2019
7,2020,10764,2149,2018
29,2020,10764,10764,2018
11,2020,10764,10764,2020
14,2020,10764,10764,2017
10,2020,10764,10764,2016
6,2020,10764,10764,2015
6,2021,10764,10764,2011
6,2021,10764,10764,2010
9,2021,10764,2149,2019
20,2021,10764,10764,2021
5,2021,10764,10764,2013
5,2021,10764,10764,2015
30,2021,10764,10764,2018
31,2021,10764,10764,2019
8,2021,10764,10764,2016
37,2021,10764,10764,2020
7,2021,10764,10764,2012
5,2021,10764,2149,2018
11,2021,10764,10764,2017
6,2021,10791,10791,2021
15,2021,10791,10791,2020
5,2021,10791,10791,2018
5,2019,10805,10805,2017
5,2015,10811,10811,2010
5,2018,10811,10811,2010
5,2019,10862,10862,2016
5,2019,10862,10862,2015
8,2021,10862,10862,2020
5,2021,10862,10862,2019
5,2016,10926,10926,2014
5,2018,10926,10926,2018
6,2021,10926,10926,2018
6,2021,10926,10926,2016
5,2021,10926,10926,2020
5,2021,10926,10926,2014
9,2016,11030,11030,2016
6,2017,11030,11030,2016
7,2018,11030,11030,2016
5,2020,11030,11030,2018
5,2013,11122,11122,2011
5,2013,11122,11122,2010
7,2014,11122,11122,2010
9,2014,11122,11122,2012
11,2014,11122,11122,2013
6,2015,11122,11122,2011
7,2015,11122,11122,2010
5,2016,11122,11122,2013
6,2016,11122,11122,2015
6,2017,11122,11122,2013
5,2017,11122,11122,2016
5,2017,11122,11122,2012
7,2018,11122,11122,2016
6,2019,11122,11122,2016
5,2019,11122,11122,2018
5,2020,11122,11122,2010
5,2020,11122,11122,2017
6,2020,11122,11122,2016
5,2020,11122,11122,2018
5,2020,11122,11122,2015
5,2021,11122,3325,2019
15,2021,11122,11122,2019
11,2021,11122,11122,2020
11,2021,11122,11122,2016
9,2021,11122,11122,2018
10,2021,11122,11122,2017
5,2014,11234,11234,2012
6,2019,11234,11234,2019
8,2019,11234,11234,2017
5,2020,11234,11234,2014
11,2020,11234,11234,2019
5,2020,11234,11234,2017
6,2021,11234,11234,2019
6,2021,11234,11234,2020
5,2021,11234,11234,2017
5,2021,11234,5109,2020
5,2020,11238,4358,2018
9,2019,11352,4358,2017
6,2019,11352,5109,2016
20,2019,11352,4358,2018
10,2019,11352,5109,2017
19,2019,11352,5109,2018
6,2019,11352,4358,2016
9,2019,11352,5109,2019
5,2019,11352,4358,2015
9,2020,11352,4358,2018
9,2020,11352,11352,2019
9,2020,11352,5109,2017
7,2020,11352,4358,2017
13,2020,11352,5109,2019
9,2020,11352,5109,2018
6,2020,11352,4358,2019
6,2021,11352,11352,2020
6,2021,11352,4358,2019
6,2021,11352,5109,2019
9,2021,11352,11352,2019
6,2021,11352,4358,2018
5,2020,11510,2381,2018
7,2021,11539,11539,2020
7,2021,11539,11539,2021
6,2020,11659,4358,2018
7,2020,11690,11690,2017
5,2020,11690,2410,2017
8,2021,11690,11690,2020
5,2021,11690,11690,2017
5,2021,11721,3568,2017
7,2014,11738,11738,2013
5,2019,11738,2381,2018
5,2021,11817,11817,2017
7,2020,11946,2381,2018
5,2011,11988,11988,2010
7,2019,11991,11991,2018
8,2021,11991,2381,2018
5,2021,11991,2381,2020
5,2012,12010,12010,2010
5,2014,12010,12010,2011
5,2014,12010,12010,2010
5,2014,12010,12010,2012
5,2015,12010,12010,2012
5,2019,12150,49566,2018
7,2019,12150,12150,2018
5,2019,12150,12150,2019
6,2020,12150,5109,2019
6,2020,12150,49566,2018
27,2020,12150,12150,2020
12,2020,12150,49566,2020
7,2020,12150,5109,2018
21,2020,12150,12150,2019
6,2020,12150,5109,2020
12,2020,12150,49566,2019
6,2020,12150,4358,2019
6,2020,12150,12150,2018
6,2021,12150,12150,2018
5,2021,12150,5109,2020
10,2021,12150,12150,2021
35,2021,12150,12150,2020
9,2021,12150,5109,2019
5,2021,12150,49566,2018
9,2021,12150,49566,2020
9,2021,12150,4358,2018
22,2021,12150,12150,2019
7,2021,12150,4358,2019
6,2021,12150,1193,2019
6,2021,12150,49566,2019
5,2011,12332,12332,2010
5,2020,12336,5109,2019
8,2021,12463,14353,2020
7,2021,12571,12571,2019
7,2021,12631,5109,2020
7,2021,12631,5109,2019
6,2019,12787,4358,2018
5,2020,12798,12798,2019
6,2014,12827,12827,2013
5,2018,12827,12827,2013
8,2021,12827,12827,2019
8,2019,12845,32715,2018
16,2020,12846,12846,2020
5,2020,12846,10558,2019
10,2020,12846,12846,2019
5,2021,12846,7095,2020
12,2021,12846,12846,2019
22,2021,12846,12846,2020
7,2021,12846,12846,2021
5,2020,12854,12854,2019
7,2019,12947,2381,2017
6,2019,12947,12947,2018
10,2020,12947,12947,2018
8,2020,12947,2381,2019
5,2020,12947,2381,2017
11,2020,12947,12947,2020
18,2020,12947,12947,2019
23,2021,12947,12947,2020
8,2021,12947,12947,2018
14,2021,12947,12947,2019
8,2015,13012,13012,2013
5,2015,13012,13012,2014
5,2016,13012,13012,2013
5,2017,13012,13012,2017
6,2017,13012,13012,2015
6,2019,13012,13012,2013
7,2020,13012,13012,2017
5,2020,13012,13012,2015
7,2021,13012,13012,2019
5,2021,13012,13012,2013
5,2018,13150,13150,2014
5,2018,13150,13150,2016
5,2019,13150,13150,2016
6,2019,13150,13150,2019
7,2019,13150,13150,2017
12,2020,13150,13150,2019
9,2020,13150,13150,2018
9,2020,13150,13150,2017
9,2021,13150,13150,2020
7,2021,13150,13150,2017
5,2021,13150,13150,2016
8,2021,13150,13150,2019
7,2021,13150,13150,2018
5,2012,13210,13210,2010
5,2017,13210,13210,2015
5,2017,13210,13210,2014
5,2018,13210,13210,2012
6,2018,13210,13210,2015
7,2019,13210,13210,2017
6,2021,13210,13210,2019
5,2020,13232,13232,2018
6,2020,13232,13232,2019
6,2020,13232,13232,2020
10,2021,13232,13232,2020
6,2021,13232,13232,2019
10,2021,13232,13232,2021
6,2017,13252,13252,2017
10,2018,13252,13252,2017
5,2018,13252,13252,2018
12,2019,13252,13252,2018
10,2019,13252,13252,2017
11,2019,13252,13252,2019
5,2020,13252,5109,2017
14,2020,13252,13252,2018
6,2020,13252,5109,2019
11,2020,13252,13252,2017
10,2020,13252,13252,2020
16,2020,13252,13252,2019
10,2021,13252,13252,2018
5,2021,13252,4634,2019
12,2021,13252,13252,2019
10,2021,13252,13252,2017
6,2021,13252,13252,2021
17,2021,13252,13252,2020
5,2020,13304,13304,2020
7,2019,13372,13372,2019
6,2019,13372,884,2018
12,2019,13372,13372,2018
14,2020,13372,13372,2019
5,2020,13372,13372,2020
12,2020,13372,13372,2018
15,2021,13372,13372,2019
12,2021,13372,13372,2018
7,2019,13405,13405,2019
12,2020,13405,13405,2019
5,2020,13405,5109,2019
6,2021,13405,12150,2020
18,2021,13405,13405,2020
5,2021,13405,49566,2021
8,2021,13405,1193,2019
18,2021,13405,13405,2019
6,2021,13405,13405,2018
5,2020,13618,13618,2019
5,2020,13618,5109,2018
5,2020,13618,5109,2017
7,2020,13724,2381,2018
5,2021,13724,5109,2017
5,2021,13724,13724,2020
5,2014,13727,13727,2012
9,2020,13808,1149,2019
5,2020,13808,1149,2018
6,2021,13808,1149,2019
7,2021,13886,13886,2019
6,2019,14088,14088,2018
9,2020,14088,14088,2018
7,2020,14088,14088,2019
9,2021,14088,14088,2020
9,2021,14088,14088,2018
11,2021,14088,14088,2019
5,2016,14142,14142,2014
5,2014,14277,14277,2013
5,2015,14277,14277,2014
6,2017,14277,14277,2014
8,2020,14307,2381,2017
6,2019,14308,148,2018
7,2020,14308,5109,2017
5,2020,14308,14308,2018
6,2020,14308,14308,2019
8,2020,14308,148,2018
6,2020,14308,5109,2019
12,2021,14308,5109,2019
11,2021,14308,5109,2020
7,2021,14308,5109,2018
5,2021,14333,14333,2020
5,2013,14335,14335,2010
7,2015,14335,14335,2010
6,2016,14335,14335,2013
5,2016,14335,14335,2015
7,2017,14335,14335,2014
10,2017,14335,14335,2015
7,2017,14335,14335,2016
6,2017,14335,14335,2013
6,2017,14335,14335,2017
5,2018,14335,14335,2014
6,2018,14335,14335,2015
9,2018,14335,14335,2016
12,2018,14335,14335,2017
6,2018,14335,14335,2010
17,2019,14335,14335,2017
9,2019,14335,14335,2015
5,2019,14335,14335,2013
17,2019,14335,14335,2018
5,2019,14335,14335,2016
5,2019,14335,14335,2019
12,2020,14335,14335,2019
5,2020,14335,14335,2010
9,2020,14335,14335,2015
14,2020,14335,14335,2017
