ref_count,n2_year,n2,n1,n1_year
5,2019,2381,3104,2017
13,2019,2381,26042,2017
8,2019,2381,65376,2018
9,2019,2381,32715,2019
6,2019,2381,1149,2018
6,2019,2381,3064,2018
16,2019,2381,5109,2018
14,2019,2381,5109,2017
180,2019,2381,2381,2019
21,2019,2381,26042,2018
5,2019,2381,26042,2015
6,2019,2381,1149,2017
25,2019,2381,2381,2016
5,2019,2381,32237,2019
65,2019,2381,2381,2017
5,2019,2381,1989,2018
6,2019,2381,5109,2016
181,2019,2381,2381,2018
6,2019,2381,1149,2019
14,2019,2381,5109,2019
24,2019,2381,32715,2018
7,2019,2381,26042,2016
31,2019,2381,2381,2020
12,2019,2381,10558,2018
5,2019,2381,884,2018
9,2019,2381,32715,2017
8,2019,2381,2381,2015
5,2020,2381,32237,2020
6,2020,2381,4634,2019
6,2020,2381,7095,2019
10,2020,2381,15989,2019
7,2020,2381,1989,2019
9,2020,2381,32237,2019
9,2020,2381,1149,2018
70,2020,2381,2381,2017
8,2020,2381,32715,2020
6,2020,2381,65376,2020
7,2020,2381,26042,2014
9,2020,2381,26042,2016
12,2020,2381,10558,2019
10,2020,2381,10558,2020
11,2020,2381,5109,2020
10,2020,2381,884,2019
6,2020,2381,4358,2020
39,2020,2381,2381,2021
5,2020,2381,15989,2020
12,2020,2381,32715,2017
26,2020,2381,26042,2018
311,2020,2381,2381,2019
8,2020,2381,884,2018
9,2020,2381,2381,2015
20,2020,2381,5109,2018
32,2020,2381,5109,2019
12,2020,2381,10558,2018
12,2020,2381,26042,2017
210,2020,2381,2381,2020
6,2020,2381,65376,2019
5,2020,2381,3064,2018
13,2020,2381,26042,2019
12,2020,2381,4358,2018
8,2020,2381,5109,2016
31,2020,2381,32715,2019
11,2020,2381,1149,2020
22,2020,2381,2381,2016
18,2020,2381,1149,2019
6,2020,2381,1609,2017
14,2020,2381,5109,2017
22,2020,2381,32715,2018
7,2020,2381,65376,2018
13,2020,2381,26042,2020
189,2020,2381,2381,2018
6,2020,2381,26042,2015
22,2021,2381,5109,2018
22,2021,2381,26042,2018
6,2021,2381,1149,2017
6,2021,2381,180,2019
8,2021,2381,65376,2018
15,2021,2381,1149,2018
12,2021,2381,14353,2020
64,2021,2381,2381,2017
298,2021,2381,2381,2019
5,2021,2381,17981,2019
19,2021,2381,26042,2019
7,2021,2381,981,2019
5,2021,2381,3886,2021
36,2021,2381,26042,2020
166,2021,2381,2381,2021
5,2021,2381,7095,2020
5,2021,2381,5679,2019
21,2021,2381,10558,2020
28,2021,2381,32715,2019
5,2021,2381,1609,2017
35,2021,2381,5109,2019
6,2021,2381,1338,2020
13,2021,2381,32715,2017
9,2021,2381,1989,2019
5,2021,2381,26042,2015
12,2021,2381,26042,2017
5,2021,2381,1149,2016
9,2021,2381,5109,2016
6,2021,2381,26042,2014
5,2021,2381,4358,2018
5,2021,2381,4358,2019
24,2021,2381,1149,2020
7,2021,2381,1193,2020
10,2021,2381,1193,2021
13,2021,2381,15989,2020
7,2021,2381,15989,2021
7,2021,2381,61271,2020
7,2021,2381,5109,2021
7,2021,2381,30192,2020
10,2021,2381,884,2018
6,2021,2381,180,2020
5,2021,2381,7049,2019
8,2021,2381,32237,2020
5,2021,2381,2505,2019
7,2021,2381,65376,2020
6,2021,2381,1989,2020
20,2021,2381,5109,2017
22,2021,2381,2381,2016
6,2021,2381,1989,2018
7,2021,2381,27589,2019
10,2021,2381,32715,2021
8,2021,2381,2381,2015
13,2021,2381,10558,2019
29,2021,2381,5109,2020
24,2021,2381,1149,2019
19,2021,2381,15989,2019
18,2021,2381,32715,2020
7,2021,2381,17981,2020
337,2021,2381,2381,2020
9,2021,2381,32237,2019
23,2021,2381,32715,2018
9,2021,2381,981,2020
7,2021,2381,1149,2021
170,2021,2381,2381,2018
9,2021,2381,65376,2019
8,2021,2381,884,2019
10,2021,2381,15989,2018
12,2021,2381,10558,2018
8,2021,2381,3446,2020
6,2021,2381,884,2020
6,2021,2381,3886,2020
6,2021,2381,3064,2019
8,2021,2381,26042,2016
5,2014,2410,2410,2013
5,2014,2410,2410,2012
8,2015,2410,2410,2012
11,2015,2410,2410,2014
9,2015,2410,2410,2013
8,2016,2410,2410,2015
8,2016,2410,2410,2012
6,2016,2410,2410,2013
7,2016,2410,2410,2014
12,2017,2410,2410,2016
11,2017,2410,2410,2017
11,2017,2410,2410,2015
12,2017,2410,2410,2014
6,2017,2410,2410,2013
7,2017,2410,2410,2012
8,2018,2410,2410,2014
11,2018,2410,2410,2015
6,2018,2410,2410,2013
5,2018,2410,2410,2018
26,2018,2410,2410,2017
7,2018,2410,2410,2012
20,2018,2410,2410,2016
24,2019,2410,2410,2017
9,2019,2410,2410,2014
7,2019,2410,2410,2012
15,2019,2410,2410,2016
15,2019,2410,2410,2015
7,2019,2410,2410,2013
5,2019,2410,10002,2010
20,2019,2410,2410,2018
5,2020,2410,2410,2013
25,2020,2410,2410,2019
7,2020,2410,2410,2012
7,2020,2410,2410,2020
10,2020,2410,2410,2014
6,2020,2410,27589,2018
29,2020,2410,2410,2018
13,2020,2410,2410,2015
24,2020,2410,2410,2016
32,2020,2410,2410,2017
5,2021,2410,27589,2018
7,2021,2410,8773,2018
7,2021,2410,2410,2014
23,2021,2410,2410,2016
22,2021,2410,2410,2017
25,2021,2410,2410,2019
6,2021,2410,2410,2012
26,2021,2410,2410,2018
38,2021,2410,2410,2020
11,2021,2410,27589,2019
6,2021,2410,19977,2019
6,2021,2410,8773,2020
5,2021,2410,19977,2020
6,2021,2410,2410,2013
13,2021,2410,2410,2021
11,2021,2410,2410,2015
5,2015,2418,2418,2011
5,2017,2418,2418,2013
5,2018,2418,2418,2014
6,2012,2450,2450,2010
5,2012,2450,2450,2011
6,2013,2450,2450,2010
10,2014,2450,2450,2012
7,2015,2450,2450,2012
5,2016,2450,2450,2011
10,2016,2450,2450,2015
6,2016,2450,2450,2013
6,2017,2450,2450,2014
7,2017,2450,2450,2012
8,2017,2450,2450,2015
5,2017,2450,2450,2016
10,2018,2450,2450,2016
11,2018,2450,2450,2017
8,2018,2450,2450,2013
7,2018,2450,2450,2015
10,2019,2450,2450,2017
14,2019,2450,2450,2018
8,2019,2450,2450,2016
5,2019,2450,2450,2013
7,2019,2450,2450,2015
6,2020,2450,2450,2017
9,2020,2450,2450,2018
14,2020,2450,2450,2019
8,2020,2450,2450,2020
11,2020,2450,2450,2016
6,2020,2450,2450,2015
5,2020,2450,2450,2013
12,2021,2450,2450,2018
9,2021,2450,2450,2020
6,2021,2450,2450,2015
7,2021,2450,2450,2016
12,2021,2450,2450,2019
10,2021,2450,2450,2017
7,2021,2473,2473,2020
5,2020,2503,2503,2020
7,2020,2503,2381,2018
5,2021,2503,2503,2020
13,2021,2503,1149,2019
9,2021,2503,1149,2020
11,2019,2505,2505,2019
7,2019,2505,2505,2017
7,2019,2505,2505,2018
19,2020,2505,2505,2019
5,2020,2505,2505,2017
8,2020,2505,2505,2018
7,2021,2505,2505,2018
11,2021,2505,2505,2020
11,2021,2505,2505,2019
6,2019,2535,2535,2017
5,2020,2618,2618,2018
5,2020,2618,2618,2017
5,2021,2618,2618,2020
6,2021,2618,2618,2016
5,2020,2644,2644,2020
9,2019,2651,2651,2018
7,2020,2651,2651,2018
6,2021,2651,2651,2018
8,2021,2651,2651,2019
7,2018,2702,2702,2016
6,2018,2702,2702,2015
5,2019,2702,2702,2018
5,2019,2702,2702,2016
10,2019,2702,2702,2015
5,2020,2702,2702,2016
7,2020,2702,2702,2015
9,2020,2702,2702,2018
10,2020,2702,2702,2019
6,2021,2702,2702,2016
9,2021,2702,2702,2018
14,2021,2702,2702,2019
8,2021,2702,2702,2021
16,2021,2702,2702,2020
9,2021,2702,2702,2015
5,2014,2704,2704,2012
6,2018,2710,2710,2017
6,2018,2710,2710,2016
7,2020,2710,2710,2016
5,2020,2710,2710,2017
9,2021,2710,2710,2016
6,2021,2710,2710,2020
8,2021,2765,2765,2017
11,2020,2844,2844,2020
5,2021,2844,2844,2017
15,2021,2844,2844,2020
6,2021,2844,2844,2019
5,2019,2846,2846,2018
7,2020,2846,2846,2018
6,2021,2846,2846,2018
5,2021,2846,2846,2020
8,2021,2846,2846,2019
6,2018,2888,2888,2014
5,2018,2888,2888,2013
5,2019,2888,2888,2016
7,2021,2888,2888,2018
7,2021,2888,2888,2020
5,2021,2888,2888,2016
5,2020,2891,2381,2019
8,2020,2891,2891,2017
7,2021,2891,2891,2019
5,2021,2891,2891,2017
6,2021,2891,2891,2018
6,2014,2894,2894,2013
5,2015,2894,2894,2011
6,2017,2894,2894,2014
5,2018,2894,2894,2014
5,2018,2894,2894,2016
7,2018,2894,2894,2015
5,2019,2894,2894,2017
6,2021,2894,27850,2019
5,2021,2894,2894,2014
6,2021,2894,2894,2015
6,2021,2894,2894,2013
5,2021,2894,2894,2018
6,2019,2949,2949,2018
5,2020,2949,884,2017
5,2020,2949,884,2019
5,2021,2949,2949,2019
8,2021,2949,2949,2018
5,2011,2983,2983,2010
5,2015,2983,2983,2014
6,2016,2983,2983,2013
7,2016,2983,2983,2014
5,2016,2983,2983,2010
5,2017,2983,7049,2013
5,2017,2983,2983,2011
8,2017,2983,2983,2014
6,2017,2983,2983,2010
7,2017,2983,2983,2013
9,2017,2983,2983,2015
9,2017,2983,2983,2016
10,2018,2983,2983,2014
11,2018,2983,2983,2017
7,2018,2983,2983,2015
8,2018,2983,2983,2013
5,2018,2983,2983,2011
11,2018,2983,2983,2016
5,2018,2983,2983,2018
10,2019,2983,2983,2016
6,2019,2983,2983,2015
6,2019,2983,2983,2013
8,2019,2983,2983,2017
8,2019,2983,2983,2018
5,2019,2983,2983,2014
5,2019,2983,2983,2019
6,2020,2983,2983,2015
15,2020,2983,2983,2018
7,2020,2983,2983,2014
12,2020,2983,2983,2017
5,2020,2983,2983,2016
15,2020,2983,2983,2019
5,2021,2983,7049,2016
22,2021,2983,2983,2019
12,2021,2983,2983,2018
7,2021,2983,2983,2020
9,2021,2983,2983,2021
5,2021,2983,2983,2014
12,2021,2983,2983,2017
5,2021,2983,2983,2013
10,2021,2983,2983,2016
5,2015,2996,2996,2012
6,2020,3023,3023,2018
5,2021,3023,1149,2020
6,2021,3023,1149,2019
9,2021,3023,3023,2020
5,2013,3064,3064,2011
8,2015,3064,3064,2011
5,2015,3064,3064,2013
6,2016,3064,3064,2011
5,2017,3064,3064,2015
6,2017,3064,3064,2013
6,2017,3064,3064,2016
9,2018,3064,3064,2013
11,2018,3064,3064,2017
5,2018,3064,3064,2018
6,2018,3064,3064,2015
6,2018,3064,180,2014
9,2018,3064,3064,2016
7,2019,3064,3064,2016
10,2019,3064,3064,2019
7,2019,3064,3064,2013
25,2019,3064,3064,2018
17,2019,3064,3064,2017
6,2019,3064,180,2017
7,2019,3064,180,2014
7,2019,3064,884,2017
11,2020,3064,180,2017
6,2020,3064,2381,2016
5,2020,3064,180,2019
22,2020,3064,3064,2019
17,2020,3064,3064,2017
9,2020,3064,2381,2018
7,2020,3064,3064,2011
6,2020,3064,3064,2014
9,2020,3064,3064,2016
5,2020,3064,180,2020
8,2020,3064,3064,2015
6,2020,3064,3064,2013
8,2020,3064,180,2018
30,2020,3064,3064,2018
6,2020,3064,3064,2020
5,2021,3064,180,2019
5,2021,3064,3064,2013
32,2021,3064,3064,2020
25,2021,3064,3064,2018
6,2021,3064,2381,2018
31,2021,3064,3064,2019
10,2021,3064,3064,2021
8,2021,3064,2381,2020
8,2021,3064,3064,2016
7,2021,3064,3064,2011
16,2021,3064,3064,2017
8,2021,3064,5679,2020
10,2021,3064,180,2018
10,2021,3064,180,2020
10,2021,3064,180,2017
5,2021,3064,3064,2015
5,2021,3064,180,2016
5,2016,3065,3065,2013
6,2017,3065,3065,2016
7,2018,3065,3065,2017
5,2019,3065,3065,2016
6,2019,3065,3065,2018
8,2019,3065,3065,2017
15,2020,3065,3065,2018
12,2020,3065,3065,2017
5,2020,3065,3065,2020
11,2020,3065,3065,2019
7,2021,3065,3065,2016
11,2021,3065,3065,2020
8,2021,3065,3065,2018
11,2021,3065,3065,2019
9,2021,3065,3065,2017
5,2011,3104,3104,2010
9,2012,3104,3104,2010
6,2012,3104,3104,2011
8,2012,3104,3104,2012
8,2013,3104,3104,2013
8,2013,3104,3104,2011
9,2013,3104,3104,2010
18,2013,3104,3104,2012
19,2014,3104,3104,2012
13,2014,3104,3104,2014
8,2014,3104,3104,2010
19,2014,3104,3104,2013
7,2014,3104,3104,2011
7,2015,3104,3104,2010
18,2015,3104,3104,2014
5,2015,3104,3104,2015
19,2015,3104,3104,2012
16,2015,3104,3104,2013
7,2015,3104,3104,2011
16,2016,3104,3104,2016
7,2016,3104,3104,2011
18,2016,3104,3104,2012
20,2016,3104,3104,2014
17,2016,3104,3104,2013
5,2016,3104,3104,2010
15,2016,3104,3104,2015
13,2017,3104,3104,2013
20,2017,3104,3104,2016
18,2017,3104,3104,2015
10,2017,3104,3104,2011
6,2017,3104,3104,2010
19,2017,3104,3104,2014
11,2017,3104,3104,2017
13,2017,3104,3104,2012
21,2018,3104,3104,2014
7,2018,3104,3104,2019
26,2018,3104,3104,2016
28,2018,3104,3104,2018
6,2018,3104,1149,2018
17,2018,3104,3104,2013
6,2018,3104,3104,2010
28,2018,3104,3104,2017
9,2018,3104,3104,2011
8,2018,3104,1149,2017
18,2018,3104,3104,2015
17,2018,3104,3104,2012
32,2019,3104,3104,2016
21,2019,3104,3104,2014
8,2019,3104,3104,2011
9,2019,3104,3104,2010
6,2019,3104,1149,2016
17,2019,3104,3104,2012
60,2019,3104,3104,2019
7,2019,3104,1149,2019
19,2019,3104,3104,2013
6,2019,3104,4358,2018
62,2019,3104,3104,2018
39,2019,3104,3104,2017
17,2019,3104,3104,2015
20,2019,3104,1149,2018
15,2019,3104,1149,2017
12,2019,3104,3104,2020
35,2020,3104,1149,2019
5,2020,3104,3104,2021
63,2020,3104,3104,2018
5,2020,3104,1149,2016
17,2020,3104,3104,2015
20,2020,3104,3104,2013
6,2020,3104,2381,2018
5,2020,3104,2381,2019
37,2020,3104,3104,2016
14,2020,3104,3104,2012
7,2020,3104,3104,2011
35,2020,3104,3104,2017
7,2020,3104,4358,2018
26,2020,3104,1149,2018
116,2020,3104,3104,2019
5,2020,3104,2381,2017
12,2020,3104,1149,2017
8,2020,3104,3104,2010
48,2020,3104,3104,2020
22,2020,3104,3104,2014
25,2020,3104,1149,2020
10,2021,3104,4358,2020
37,2021,3104,1149,2019
85,2021,3104,3104,2020
14,2021,3104,3104,2012
42,2021,3104,1149,2020
8,2021,3104,3104,2010
19,2021,3104,3104,2013
11,2021,3104,1149,2017
20,2021,3104,1149,2021
6,2021,3104,1149,2016
27,2021,3104,1149,2018
6,2021,3104,3104,2011
30,2021,3104,3104,2016
17,2021,3104,3104,2015
45,2021,3104,3104,2021
33,2021,3104,3104,2017
53,2021,3104,3104,2018
5,2021,3104,1989,2018
17,2021,3104,3104,2014
97,2021,3104,3104,2019
6,2020,3124,3124,2018
7,2021,3124,3124,2018
6,2018,3161,3161,2015
6,2018,3161,3161,2016
5,2020,3161,3161,2017
5,2020,3161,3161,2016
8,2011,3167,3167,2010
10,2012,3167,3167,2010
6,2012,3167,3167,2012
6,2012,3167,3167,2011
12,2013,3167,3167,2012
10,2013,3167,3167,2011
10,2013,3167,3167,2010
6,2013,3167,3167,2013
9,2014,3167,3167,2011
9,2014,3167,3167,2010
13,2014,3167,3167,2012
17,2014,3167,3167,2013
17,2015,3167,3167,2013
13,2015,3167,3167,2012
7,2015,3167,3167,2010
9,2015,3167,3167,2014
6,2015,3167,3167,2015
8,2015,3167,3167,2011
9,2016,3167,3167,2011
9,2016,3167,3167,2010
12,2016,3167,3167,2015
16,2016,3167,3167,2013
13,2016,3167,3167,2012
16,2016,3167,3167,2014
7,2017,3167,3167,2012
6,2017,3167,3167,2016
11,2017,3167,3167,2014
17,2017,3167,3167,2015
16,2017,3167,3167,2013
6,2017,3167,3167,2011
9,2017,3167,3167,2010
14,2018,3167,3167,2014
13,2018,3167,3167,2016
6,2018,3167,3167,2010
9,2018,3167,3167,2012
14,2018,3167,3167,2013
18,2018,3167,3167,2015
7,2018,3167,3167,2011
14,2018,3167,3167,2017
6,2019,3167,3167,2010
13,2019,3167,3167,2016
13,2019,3167,3167,2017
10,2019,3167,3167,2012
14,2019,3167,3167,2018
11,2019,3167,3167,2013
11,2019,3167,3167,2014
12,2019,3167,3167,2015
7,2020,3167,3167,2016
14,2020,3167,3167,2014
7,2020,3167,3167,2015
11,2020,3167,3167,2018
12,2020,3167,3167,2017
12,2020,3167,3167,2013
9,2020,3167,3167,2012
7,2020,3167,3167,2010
7,2021,3167,3167,2012
7,2021,3167,3167,2019
10,2021,3167,3167,2017
12,2021,3167,3167,2020
5,2021,3167,5109,2019
12,2021,3167,3167,2014
10,2021,3167,3167,2013
10,2021,3167,3167,2018
8,2021,3167,3167,2010
8,2021,3167,3167,2016
5,2020,3185,3185,2017
5,2021,3185,3185,2020
5,2021,3185,3185,2019
5,2021,3185,3185,2017
6,2020,3226,3226,2018
5,2021,3226,3226,2021
11,2021,3226,3226,2020
6,2021,3226,3226,2018
8,2011,3281,3281,2010
6,2012,3281,3281,2010
6,2013,3281,3281,2010
6,2013,3281,3281,2011
6,2014,3281,3281,2013
9,2014,3281,3281,2010
9,2014,3281,3281,2012
7,2014,3281,3281,2011
10,2015,3281,3281,2013
8,2015,3281,3281,2010
12,2015,3281,3281,2014
7,2015,3281,3281,2012
6,2016,3281,3281,2013
11,2016,3281,3281,2014
7,2016,3281,3281,2012
6,2017,3281,3281,2012
6,2017,3281,3281,2014
11,2017,3281,3281,2013
5,2017,3281,3281,2016
5,2017,3281,3281,2010
8,2017,3281,3281,2015
7,2018,3281,3281,2015
9,2018,3281,3281,2013
8,2018,3281,3281,2012
12,2018,3281,3281,2010
10,2018,3281,3281,2017
7,2018,3281,3281,2016
12,2018,3281,3281,2014
7,2018,3281,3281,2011
17,2019,3281,3281,2018
9,2019,3281,3281,2010
10,2019,3281,3281,2013
9,2019,3281,3281,2017
7,2019,3281,3281,2016
10,2019,3281,3281,2012
7,2019,3281,3281,2014
22,2020,3281,3281,2018
9,2020,3281,3281,2015
7,2020,3281,3281,2010
13,2020,3281,3281,2017
5,2020,3281,3281,2013
9,2020,3281,3281,2019
7,2020,3281,3281,2014
10,2020,3281,3281,2016
5,2020,3281,3281,2012
13,2021,3281,3281,2019
21,2021,3281,3281,2018
11,2021,3281,3281,2017
7,2021,3281,3281,2016
5,2021,3281,3281,2013
6,2021,3281,3281,2015
7,2021,3281,3281,2020
5,2020,3282,3282,2018
10,2021,3282,3282,2018
6,2021,3282,3282,2019
5,2018,3291,3291,2017
5,2018,3291,1422,2016
7,2019,3291,3291,2017
9,2020,3291,3291,2019
9,2021,3291,3291,2019
10,2017,3300,3300,2016
11,2018,3300,3300,2016
8,2019,3300,3300,2018
6,2020,3300,3300,2019
7,2020,3300,3300,2018
6,2020,3300,3300,2016
5,2021,3300,3300,2016
9,2021,3300,3300,2020
5,2021,3300,4358,2019
9,2021,3300,5109,2019
11,2021,3300,3300,2018
5,2021,3300,5109,2018
6,2021,3300,5109,2020
8,2021,3300,3300,2019
5,2017,3322,3322,2015
6,2018,3322,3322,2015
5,2018,3322,3322,2017
12,2019,3322,3322,2018
6,2019,3322,3322,2015
18,2020,3322,3322,2018
9,2020,3322,3322,2017
6,2020,3322,3322,2015
6,2020,3322,3322,2020
10,2020,3322,3322,2019
10,2021,3322,3322,2019
6,2021,3322,3322,2017
11,2021,3322,3322,2020
13,2021,3322,3322,2018
5,2011,3325,3325,2010
10,2012,3325,3325,2011
10,2012,3325,3325,2010
7,2013,3325,3325,2010
11,2013,3325,3325,2011
12,2013,3325,3325,2012
13,2014,3325,3325,2012
9,2014,3325,3325,2010
10,2014,3325,3325,2011
10,2015,3325,3325,2013
11,2015,3325,3325,2012
9,2015,3325,3325,2011
6,2015,3325,3325,2014
6,2015,3325,3325,2010
7,2016,3325,3325,2014
11,2016,3325,3325,2011
13,2016,3325,3325,2012
6,2016,3325,3325,2015
8,2016,3325,3325,2013
7,2017,3325,3325,2013
7,2017,3325,3325,2015
9,2017,3325,3325,2014
8,2017,3325,3325,2011
5,2017,3325,3325,2010
10,2017,3325,3325,2012
12,2017,3325,3325,2016
7,2018,3325,3325,2015
6,2018,3325,3325,2010
6,2018,3325,3325,2014
13,2018,3325,3325,2012
6,2018,3325,3325,2017
14,2018,3325,3325,2016
7,2018,3325,3325,2011
8,2019,3325,3325,2017
6,2019,3325,3325,2018
7,2019,3325,3325,2012
7,2019,3325,3325,2015
5,2019,3325,3325,2014
15,2019,3325,3325,2016
15,2020,3325,3325,2018
9,2020,3325,3325,2011
9,2020,3325,3325,2012
9,2020,3325,3325,2017
5,2020,3325,3325,2014
8,2020,3325,3325,2016
10,2020,3325,3325,2019
12,2021,3325,3325,2016
5,2021,3325,3325,2020
6,2021,3325,3325,2014
6,2021,3325,3325,2017
6,2021,3325,7261,2017
11,2021,3325,3325,2012
9,2021,3325,3325,2018
8,2021,3325,3325,2019
6,2011,3326,3326,2010
5,2012,3326,3326,2010
5,2014,3326,3326,2011
6,2014,3326,3326,2012
6,2015,3326,3326,2010
5,2015,3326,3326,2013
5,2015,3326,3326,2011
7,2015,3326,3326,2012
5,2016,3326,3326,2015
6,2016,3326,3326,2012
6,2016,3326,3326,2013
5,2016,3326,3326,2014
9,2017,3326,3326,2015
5,2017,3326,3326,2011
5,2017,3326,3326,2014
5,2017,3326,3326,2010
7,2017,3326,3326,2013
6,2017,3326,3326,2012
6,2017,3326,3326,2016
8,2018,3326,3326,2017
5,2018,3326,3326,2013
8,2018,3326,3326,2016
7,2018,3326,3326,2011
5,2018,3326,3326,2012
7,2018,3326,3326,2015
5,2018,3326,3326,2018
11,2019,3326,3326,2018
6,2019,3326,3326,2011
10,2019,3326,3326,2016
12,2019,3326,3326,2017
6,2019,3326,3326,2012
6,2020,3326,3326,2016
8,2020,3326,3326,2017
11,2020,3326,3326,2018
6,2021,3326,3326,2019
5,2021,3326,3326,2014
10,2021,3326,3326,2020
10,2021,3326,3326,2017
7,2021,3326,3326,2016
6,2021,3326,3326,2012
6,2021,3326,3326,2011
10,2021,3326,3326,2018
5,2021,3326,3326,2013
10,2021,3326,3326,2015
5,2020,3343,3343,2019
5,2021,3343,3343,2019
9,2018,3346,3346,2016
7,2018,3346,3346,2017
7,2019,3346,3346,2016
5,2019,3346,3346,2019
6,2019,3346,3346,2018
6,2019,3346,3346,2017
9,2020,3346,3346,2019
9,2020,3346,3346,2016
8,2020,3346,3346,2018
9,2021,3346,3346,2018
6,2021,3346,3346,2017
15,2021,3346,3346,2020
5,2021,3346,3346,2021
11,2021,3346,3346,2019
9,2021,3346,3346,2016
7,2015,3378,3378,2013
5,2016,3378,3378,2013
7,2017,3378,3378,2013
7,2019,3378,3378,2017
6,2020,3378,3378,2019
7,2020,3378,3378,2015
5,2020,3378,3378,2017
5,2019,3446,5109,2017
5,2019,3446,3446,2016
10,2019,3446,3446,2018
7,2019,3446,3446,2019
5,2020,3446,3446,2016
23,2020,3446,3446,2019
10,2020,3446,2381,2019
5,2020,3446,2381,2016
7,2020,3446,2381,2017
9,2020,3446,3446,2018
5,2020,3446,3446,2017
20,2020,3446,3446,2020
9,2020,3446,2381,2018
29,2021,3446,3446,2020
11,2021,3446,3446,2021
5,2021,3446,3446,2016
9,2021,3446,2381,2019
5,2021,3446,5109,2017
23,2021,3446,3446,2019
6,2021,3446,2381,2018
9,2021,3446,3446,2018
6,2021,3446,26042,2020
5,2021,3458,3458,2018
5,2021,3458,3458,2019
11,2019,3527,3527,2018
5,2019,3527,3527,2017
17,2019,3527,3527,2019
7,2020,3527,5109,2019
23,2020,3527,3527,2019
13,2020,3527,3527,2018
5,2021,3527,1193,2019
13,2021,3527,3527,2018
18,2021,3527,3527,2020
24,2021,3527,3527,2019
5,2016,3568,3568,2014
13,2017,3568,3568,2015
6,2017,3568,3568,2016
8,2017,3568,3568,2017
10,2018,3568,3568,2018
13,2018,3568,3568,2015
26,2018,3568,3568,2017
11,2018,3568,3568,2016
8,2018,3568,3568,2014
13,2019,3568,3568,2015
7,2019,3568,3568,2014
31,2019,3568,3568,2017
5,2019,3568,3797,2017
6,2019,3568,3568,2013
8,2019,3568,3568,2016
22,2019,3568,3568,2019
39,2019,3568,3568,2018
6,2020,3568,3568,2013
30,2020,3568,3568,2017
5,2020,3568,631,2016
7,2020,3568,3568,2014
12,2020,3568,3797,2019
69,2020,3568,3568,2019
12,2020,3568,3568,2016
31,2020,3568,3568,2020
5,2020,3568,3797,2020
5,2020,3568,109,2019
13,2020,3568,3568,2015
47,2020,3568,3568,2018
8,2020,3568,3797,2018
5,2021,3568,1149,2019
7,2021,3568,631,2019
10,2021,3568,3568,2016
76,2021,3568,3568,2019
30,2021,3568,3568,2017
89,2021,3568,3568,2020
5,2021,3568,109,2019
6,2021,3568,3568,2013
5,2021,3568,5109,2020
12,2021,3568,3797,2020
5,2021,3568,3568,2014
5,2021,3568,24687,2020
13,2021,3568,3797,2019
5,2021,3568,1149,2020
41,2021,3568,3568,2018
46,2021,3568,3568,2021
11,2021,3568,3568,2015
6,2019,3626,3626,2018
5,2020,3626,3626,2017
7,2020,3626,3626,2018
7,2020,3626,3626,2019
15,2021,3626,3626,2020
11,2021,3626,3626,2019
7,2021,3626,3626,2018
6,2012,3647,9786,2011
5,2018,3647,3647,2013
6,2013,3683,3683,2011
6,2013,3683,3683,2012
8,2014,3683,3683,2013
6,2014,3683,3683,2011
9,2014,3683,3683,2012
6,2014,3683,3683,2014
6,2015,3683,3683,2013
7,2015,3683,3683,2014
7,2015,3683,3683,2015
8,2015,3683,3683,2012
12,2016,3683,3683,2015
8,2016,3683,3683,2013
12,2016,3683,3683,2016
10,2016,3683,3683,2012
9,2016,3683,3683,2014
6,2017,3683,3683,2017
11,2017,3683,3683,2014
5,2017,3683,3683,2011
6,2017,3683,3683,2013
8,2017,3683,3683,2012
9,2017,3683,3683,2015
21,2017,3683,3683,2016
7,2018,3683,3683,2012
8,2018,3683,3683,2011
18,2018,3683,3683,2015
32,2018,3683,3683,2016
13,2018,3683,3683,2014
8,2018,3683,3683,2013
25,2018,3683,3683,2017
10,2018,3683,3683,2018
28,2019,3683,3683,2018
7,2019,3683,3683,2011
13,2019,3683,3683,2014
11,2019,3683,3683,2015
26,2019,3683,3683,2017
9,2019,3683,3683,2012
12,2019,3683,3683,2019
5,2019,3683,71862,2017
26,2019,3683,3683,2016
11,2020,3683,3683,2012
17,2020,3683,3683,2015
7,2020,3683,5109,2018
26,2020,3683,3683,2020
37,2020,3683,3683,2018
7,2020,3683,3683,2013
28,2020,3683,3683,2017
8,2020,3683,1829,2018
32,2020,3683,3683,2016
6,2020,3683,3683,2011
37,2020,3683,3683,2019
14,2020,3683,3683,2014
13,2021,3683,3683,2014
21,2021,3683,3683,2021
42,2021,3683,3683,2019
9,2021,3683,3683,2013
5,2021,3683,1829,2016
5,2021,3683,5109,2018
5,2021,3683,23422,2019
6,2021,3683,4310,2017
34,2021,3683,3683,2016
6,2021,3683,3683,2011
6,2021,3683,16876,2017
42,2021,3683,3683,2020
24,2021,3683,3683,2015
6,2021,3683,5109,2017
6,2021,3683,5109,2020
6,2021,3683,1829,2018
10,2021,3683,3683,2012
15,2021,3683,5109,2019
32,2021,3683,3683,2017
48,2021,3683,3683,2018
6,2021,3683,23422,2020
5,2015,3742,3742,2013
5,2016,3742,3742,2014
6,2016,3742,3742,2013
5,2016,3742,3742,2015
8,2016,3742,3742,2012
5,2017,3742,10301,2015
9,2017,3742,3742,2016
6,2017,3742,3742,2012
6,2017,3742,3742,2013
